0019_0020_0021_0022_fight_incident | 须藤打架事件 | ai_guided_choice | 2024-06-24 | foreshadow=True | rules=True | D班学生正在寻找目击者证明须藤的清白。栉田桔梗、平田洋介等人积极行动，但堀北铃音认为须藤自身行为有问题。
event_6 | 与堀北铃音和栉田桔梗的超市偶遇 | fixed_story | 2025-01-03 | foreshadow=False | rules=False | 绫小路清隆、堀北铃音、栉田桔梗和伊吹澪在堀北的房间共进午餐，场面混乱。
event_conflict_with_other_school | 与其他学校学生的冲突 | fixed_story | 2025-11-25 | foreshadow=True | rules=False | 十分钟后龙园和鬼头回来，拖着被打倒的男生们。他们让这些男生在山村和西野面前下跪道歉。
event_educational_trip_announcement | 教育旅行行程公布与分组说明 | fixed_story | 2025-11-21 | foreshadow=True | rules=True | 教育旅行行程：第一天滑雪讲习，第二天自由活动，第三天札幌观光，第四天自由活动（附带条件），第五天回程。分组基于刚才填写的评价表单。
event_educational_trip_day1_departure | 教育旅行第一天：出发与分组 | fixed_story | 2025-11-24 | foreshadow=True | rules=False | 巴士前往羽田机场，绫小路与平田洋介同座。轻井泽惠与佐藤麻耶坐在过道另一侧。
event_educational_trip_day2_skiing | 教育旅行第二天：滑雪比赛与冲突 | ai_guided_choice | 2025-11-25 | foreshadow=True | rules=False | 绫小路的滑雪技术令栉田和龙园惊讶。龙园质疑绫小路是否真的是初学者。
event_grade2_end_of_year_special_exam_announcement | 二年级学年末特别考试公告 | fixed_story | 2026-03-12 | foreshadow=True | rules=True | 学年末特别考试已宣布，各班需要选出三名代表（先锋、中坚、大将），并设立五个七人小组。考试规则尚未完全公开，但代表的选择至关重要。
event_grade2_end_of_year_special_exam_general_battle_ac | 大将战：葛城康平 vs 坂柳有栖 | fixed_story | 2026-03-16 | foreshadow=True | rules=False | 大将战正在进行中。葛城康平与坂柳有栖的对决将决定A班与C班的胜负，以及龙园与坂柳赌局的结局。
event_grade2_end_of_year_special_exam_ichinose_meeting | 绫小路与一之濑的会面 | fixed_story | 2026-03-15 | foreshadow=True | rules=False | 绫小路清隆与一之濑帆波在长椅上会面。绫小路声称自己不会担任代表，但一之濑对此半信半疑。两人谈论了去年的约定。
event_grade2_end_of_year_special_exam_middle_battle_ac_1 | 中坚战（一）：葛城康平 vs 真田康生 | fixed_story | 2026-03-16 | foreshadow=True | rules=False | 中坚战结束，真田康生败北。A班失去五点生命值（中坚生命值7点）。鬼头隼即将作为A班中坚上场。
event_grade2_end_of_year_special_exam_middle_battle_ac_2 | 中坚战（二）：葛城康平 vs 鬼头隼 | fixed_story | 2026-03-16 | foreshadow=True | rules=False | 中坚战结束，鬼头隼败北。A班失去七点生命值。坂柳有栖即将作为A班大将上场。葛城康平仅失去一点生命值，准备迎战坂柳。
event_grade2_end_of_year_special_exam_representative_negotiation_kikyo | 绫小路与堀北的谈判：大将之位与条件 | ai_guided_choice | 2026-03-13 | foreshadow=True | rules=False | 绫小路清隆与堀北铃音正在咖啡厅进行关键谈判。绫小路提出担任大将的条件，堀北需要权衡利弊并做出决定。
event_grade2_end_of_year_special_exam_representative_selection | 班级代表选拔与策略讨论 | ai_guided_choice | 2026-03-12 | foreshadow=True | rules=True | 各班需要在星期日（3月15日）前选出三名代表（先锋、中坚、大将），并设立五个七人小组。代表的选择将直接影响考试结果。绫小路清隆与堀北铃音正在讨论代表的人选和策略
event_grade2_end_of_year_special_exam_representatives_revealed | 学年末特别考试代表名单公布 | fixed_story | 2026-03-16 | foreshadow=True | rules=True | 学年末特别考试规则已完全公开。考试采用代表淘汰赛制，但胜负由参加者（其他学生）的议论结果决定。代表需要从参加者中找出模范生等角色来削减对手生命值。背叛者角色是重
event_grade2_end_of_year_special_exam_ryuen_meeting | 绫小路与龙园的会面 | fixed_story | 2026-03-13 | foreshadow=True | rules=False | 绫小路清隆与龙园翔在KTV包厢会面。龙园透露了他与坂柳的赌局，并宣称会正面迎战。绫小路观察龙园的状态和意图。
event_grade2_end_of_year_special_exam_sakayanagi_phone_call | 绫小路与坂柳的电话交谈 | fixed_story | 2026-03-15 | foreshadow=True | rules=False | 绫小路清隆与坂柳有栖通电话。坂柳状态冷静，对与龙园的对决充满信心。她透露了自己内心的变化。
event_grade2_end_of_year_special_exam_vanguard_battle_ac | 先锋战：真田康生 vs 西野武子 | fixed_story | 2026-03-16 | foreshadow=True | rules=False | 先锋战结束，西野武子败北。C班失去五点生命值。葛城康平即将作为C班中坚上场。
event_grade2_end_of_year_special_exam_vanguard_battle_bd | 先锋战：平田洋介 vs 滨口哲也 | fixed_story | 2026-03-16 | foreshadow=True | rules=False | 先锋战结束，平田洋介败北。B班失去三点生命值（先锋生命值5点），堀北铃音即将作为中坚上场。
event_horikita_confrontation_after_confession | 堀北铃音质问绫小路 | fixed_story | 2025-11-25 | foreshadow=True | rules=False | 绫小路同意明天晚上见面。之后他去与轻井泽惠会合，安抚生气的女友。
event_hot_bath_conversation | 大浴场中的女生对话 | fixed_story | 2025-11-24 | foreshadow=True | rules=False | 栉田试探一之濑对绫小路的好感，但一之濑否认。堀北与栉田在浴池中暗中较劲，直到一之濑提醒她们泡太久。
event_hotel_arrival_and_pillow_fight | 旅馆入住与枕头大战 | fixed_story | 2025-11-24 | foreshadow=True | rules=False | 枕头大战后，小组决定第二天自由活动去滑雪。
event_lunch_and_long_yuan_negotiation | 午餐时龙园翔的谈判与决裂 | ai_guided_choice | 2025-11-25 | foreshadow=True | rules=False | 龙园表示将先击溃坂柳A班，再与绫小路对决。山村美纪在附近偷听，疑似受坂柳指示。
event_skiing_lesson_and_advanced_course | 滑雪讲习与高级者路线挑战 | ai_guided_choice | 2025-11-24 | foreshadow=True | rules=False | 绫小路与栉田同乘吊椅，途中讨论了八神拓也和天泽一夏的事。绫小路编造了与八神和天泽过去相识的故事来解释情报来源。
event_student_evaluation_form | 学生互评排名表填写 | ai_guided_choice | 2025-11-21 | foreshadow=True | rules=True | 学生正在填写评价表单。绫小路清隆将平田洋介评为B班第1号，高圆寺六助为第2号。
event_sudo_confession_preparation | 须藤健的告白决心 | fixed_story | 2025-11-21 | foreshadow=True | rules=False | 须藤健表达了坚定的决心，表示无论结果如何都要传达心意。绫小路同意见证。轻井泽惠偷听了对话。
event_sudo_confession_to_horikita | 须藤健向堀北铃音告白 | fixed_story | 2025-11-25 | foreshadow=True | rules=False | 堀北铃音感谢须藤的心意，但拒绝了他。理由是她从未喜欢过别人，想等待本能喜欢上某人的瞬间，而不是被诱导的感情。她握住了须藤的手以示收到心意。
event_tianze_yika_meeting | 天泽一夏与绫小路清隆的会面 | ai_guided_choice | 2025-11-21 | foreshadow=True | rules=False | 天泽一夏表达了留在学校的意愿，并承诺不再给绫小路添麻烦。绫小路选择接受。七濑翼对天泽保持警惕。
exam_question1_choose_opponent | 第一道课题：选择期末考对战班级 | ai_guided_choice | 2025-09-17 | foreshadow=False | rules=False | 课题①：选择第三学期期末考的对战班级。选项：A班(100点)、B班(50点)、D班(0点)。第一次投票结果：A班5票、B班21票、D班13票。经过讨论后，第二次
exam_question2_travel_destination | 第二道课题：选择教育旅行地点 | ai_guided_choice | 2025-09-17 | foreshadow=False | rules=False | 课题②：选择教育旅行地点。选项：北海道、京都、冲绳。第一次投票：北海道17票、京都3票、冲绳19票。经过猜拳对决后，第三次投票全场一致选择北海道。
exam_question3_protection_points | 第三道课题：保护点数选择 | ai_guided_choice | 2025-09-17 | foreshadow=False | rules=False | 课题③：选择个人点数与保护点数的方案。选项1：个人点数归零，随机3人获得保护点数（持续半年）。选项2：个人点数减半，指定1人获得保护点数。选项3：不给予保护点数
exam_question4_exam_penalty | 第四道课题：期末考惩罚选择 | ai_guided_choice | 2025-09-17 | foreshadow=False | rules=False | 课题④：选择第二学期末笔试的附加规则。选项：提高难易度、增加惩罚、减少报酬。第一次投票：提高难易度6票、增加惩罚18票、减少报酬15票。第二次投票全场一致选择'
exam_question5_expulsion_choice | 第五道课题：退学与班级点数的抉择 | ai_guided_choice | 2025-09-17 | foreshadow=False | rules=False | 课题⑤：让一名同班同学退学，可获得100点班级点数。选项：赞成/反对。第一次投票：赞成2票、反对37票。高圆寺六助承认投了赞成票，理由是想要个人点数。堀北铃音与
exam_range_change | 考试范围变更通知 | fixed_story | 2024-05-12 | foreshadow=False | rules=False | D班面临时间紧迫的危机，须藤决定暂停社团活动全力备考。绫小路开始策划获取考古题。
exam_result_and_trap | 考试结果与南云的陷阱 | fixed_story | 2025-02-13 | foreshadow=True | rules=True | 南云成功逼堀北学消耗大量个人点数和班级点数救助橘茜。南云宣称这只是前哨战。
exam_result_announcement | 特别考试结果公布 | fixed_story | 2024-08-07 | foreshadow=True | rules=False | D班学生欢呼雀跃，堀北铃音被误解为功臣。绫小路清隆与茶柱佐枝对话，确认父亲要求他退学的事。
exam_results_announcement | 特别考试结果公布 | fixed_story | 2024-08-01 | foreshadow=True | rules=False | 结果公布后，龙园向堀北炫耀自己的胜利，并宣布将在第二学期彻底针对她。堀北陷入沉默和危机感。绫小路则隐约感觉到，一场更大的风暴即将来临。
exchange_camp_start_2025_02_06 | 交流合宿开始 | fixed_story | 2025-02-06 | foreshadow=True | rules=True | 交流合宿期间，学生们分成小组进行各种体验学习游戏，如压花、陶艺、桌球等。小组排名决定奖励金额。
exchange_meeting_day3_archery | 交流会第三天射箭比赛：绫小路vs天泽 | fixed_story | 2025-02-16 | foreshadow=True | rules=False | 射箭比赛结束，绫小路清隆的个人成绩为17胜2败。鬼龙院组最终排名第四。
exchange_meeting_day3_shogi | 交流会第三天将棋比赛 | fixed_story | 2025-02-16 | foreshadow=True | rules=False | 森下蓝的将棋实力很强，鬼龙院组赢得比赛。
exchange_meeting_end_nagumo_conversation | 交流会结束后与南云的对话 | fixed_story | 2025-02-16 | foreshadow=True | rules=False | 南云雅离开，绫小路清隆独自思考。
farewell_to_horikita_manabu_2025_03_31 | 堀北学离校与兄妹告别 | fixed_story | 2025-03-31 | foreshadow=False | rules=False | 堀北学在3月31日中午离开学校。绫小路清隆受堀北学之托，向堀北铃音传达告别信息。堀北铃音最终前来送行，兄妹完成告别。
father_visit_and_truth_revealed | 父亲来访与茶柱老师谎言揭穿 | fixed_story | 2024-12-17 | foreshadow=True | rules=False | 绫小路清隆的父亲来访，要求他退学。坂柳理事长介入保护。绫小路识破茶柱老师的谎言，并宣布退出D班的幕后操纵。
fifth_reading_session | 第五次读书会与C班接触 | fixed_story | 2024-12-01 | foreshadow=True | rules=False | 龙园和椎名日和接触绫小路组，椎名表现出对D班隐藏策士的兴趣。
final_day_battle_commences | 最终日决战开始 | fixed_story | 2024-04-04 | foreshadow=False | rules=False | 最后一天，各班开始最后的决战。A班试图包围绫小路，但绫小路成功逃脱。
final_duel_kiyotaka_vs_ryuen | 绫小路与龙园的最终对决 | ai_guided_choice | 2024-04-04 | foreshadow=False | rules=False | 绫小路清隆与龙园翔在E12海滩进行1对1对决。绫小路利用特制的彩弹，以投掷方式击中龙园，双方同时出局。
final_exam_aftermath | 考试结束 - 月城揭露作弊 | fixed_story | 2025-03-10 | foreshadow=False | rules=False | 考试结束后，月城代理理事长出现，揭露他操纵了西洋棋比赛结果。他篡改了绫小路输入的指令，导致绫小路实际想下的棋被延迟和扭曲。月城表示这是为了夺回给绫小路的保护点数
final_exam_announcement | 一年级最后一场特别考试公布 | fixed_story | 2025-03-03 | foreshadow=False | rules=False | 茶柱老师宣布一年级最后一场特别考试即将开始。
final_exam_archery | 第六战 - 弓道（C班胜） | fixed_story | 2025-03-10 | foreshadow=False | rules=False | 第六战抽中C班选择的弓道项目。C班获胜，双方三胜三败进入最终战。
final_exam_b_vs_d_1 | B班 vs D班 - 前四战 | fixed_story | 2025-03-10 | foreshadow=False | rules=False | B班与D班的比赛。前四战结果为D班两胜、B班两胜。B班在第三战化学考试中因多名学生突然腹痛而输掉。D班使用龙园的策略，包括死缠烂打、偷取情报、使用延迟性泻药等卑
final_exam_b_vs_d_2 | B班 vs D班 - 后三战（D班胜） | fixed_story | 2025-03-10 | foreshadow=False | rules=False | 第五战空手道，D班派出铃木英俊、小田拓海、石崎大地，B班轻易连输两场。第六战柔道，D班派出山田阿尔伯特，B班不战而败。D班四胜确定赢得特别考试。最终D班五胜两败
final_exam_basketball | 第一战 - 篮球（C班胜） | fixed_story | 2025-03-10 | foreshadow=False | rules=False | 第一战抽中C班选择的篮球项目。C班派出牧田进、南节也、池宽治、本堂辽太郎、小野寺加也乃，未派须藤健。A班派出町田浩二、鸟羽茂、神室真澄、清水直树、鬼头隼。上半场
final_exam_chess_main | 第七战 - 西洋棋（A班胜，但有作弊） | fixed_story | 2025-03-10 | foreshadow=False | rules=False | 最终战西洋棋。C班派出堀北铃音，A班派出桥本正义。堀北开局占优势，坂柳提前介入。绫小路随后介入与坂柳对决。月城代理理事长从电脑内部操作，扭曲绫小路的指令，导致绫
final_exam_day_arrival | 特别考试当天 - 指挥塔集合 | fixed_story | 2025-03-10 | foreshadow=False | rules=False | 绫小路清隆到达特别教学大楼，发现坂柳与一之濑已在闲聊。多用途教室尚未开放入场。四人到齐后通知老师。坂柳评论一之濑幸运，因为D班与婴儿无异，B班可轻松获胜。一之濑
final_exam_day_one | 期末考第一天 | fixed_story | 2024-12-08 | foreshadow=True | rules=True | 栉田发现题目被更换，分数远低于预期，堀北自信考取高分。
final_exam_dragon_arrival | 龙园翔作为代理指挥塔登场 | fixed_story | 2025-03-10 | foreshadow=False | rules=False | 金田迟迟未到，龙园翔作为代理指挥塔出现。一之濑大为震惊。坂柳迅速理解状况：正式考试当天无法预期的缺席，可由代理指挥塔参加。败北时责任由代理指挥塔承担。龙园表示自
final_exam_english | 第三战 - 英文考试（A班胜） | fixed_story | 2025-03-10 | foreshadow=False | rules=False | 第三战抽中A班选择的英文考试项目。C班决定舍弃此战，派出冲谷京介、南伯夫、轻井泽惠等八人。A班派出以女生为主的六人阵容。C班合计443分，A班651分，A班获胜
final_exam_enter_classroom | 进入多用途教室 - 考试开始 | fixed_story | 2025-03-10 | foreshadow=False | rules=False | 四人进入多用途教室，发现教室被墙壁隔成两半。四名教师排成一列待命。B班与D班移动到隔壁房间。A班与C班的考试由坂上老师和星之宫老师主持。考试前绫小路与坂柳独处，
final_exam_math | 第四战 - 数学考试（A班胜） | fixed_story | 2025-03-10 | foreshadow=False | rules=False | 第四战抽中A班选择的数学考试项目。C班投入全部学力，派出平田洋介、幸村辉彦等七人。A班派出以男生为中心的七人。C班合计631分，A班655分，A班以微小差距获胜
final_exam_mental_arithmetic | 第五战 - 快速心算（A班胜） | fixed_story | 2025-03-10 | foreshadow=False | rules=False | 第五战抽中A班选择的快速心算项目。C班派出高圆寺六助、松下千秋。A班派出葛城康平、田宫江美。高圆寺全程交白卷。葛城答对八题获得第一名，A班获胜。坂柳透露她预先警
final_exam_preparation | 年度最后特别考试准备期 | silent_fixed | 2025-03-10 | foreshadow=True | rules=True | 今天是年度最后一场特别考试的日子。C班将对阵坂柳率领的A班。考试形式为班级对抗赛，每个班级选择五个项目，共十个项目，通过抽签决定七个比赛项目。败北班级的指挥塔将
final_exam_preparation_meeting | 期末考最终作战会议 | fixed_story | 2024-12-04 | foreshadow=True | rules=False | 轻井泽以不满为由向栉田泼果汁，随后道歉并提议支付清洁费，实则趁机在栉田外套中放入作弊小抄。
final_exam_results | 期末考结果公布与全员及格 | fixed_story | 2025-03-01 | foreshadow=True | rules=False | C班沉浸在全员及格的喜悦中，但茶柱老师的严肃预告让气氛再次紧张起来。
final_exam_submission_showdown | 期末考题提交对决 | ai_guided_choice | 2024-12-05 | foreshadow=True | rules=True | 堀北成功反制栉田和龙园的阴谋，D班原题目被采用。绫小路可选择是否进一步介入。
final_exam_true_chess | 图书馆真正对决 - 绫小路胜 | fixed_story | 2025-03-10 | foreshadow=False | rules=False | 坂柳邀请绫小路到图书馆，重现被月城篡改前的局面。绫小路走出原本该下的那步棋。两人从终盘开始对弈，最终绫小路获胜。坂柳承认败北，并表示满足于知道真正的结果。两人在
final_exam_typing | 第二战 - 打字技能（C班胜） | fixed_story | 2025-03-10 | foreshadow=False | rules=False | 第二战抽中C班选择的打字技能项目。C班派出外村秀雄（博士），A班派出吉田健太。指挥塔干涉被尽量抑制。结果外村秀雄90分，吉田健太83分，C班获胜。
first_day_of_school | 入学日与D班相遇 | fixed_story | 2024-04-01 | foreshadow=False | rules=False | 绫小路清隆进入高度育成高中，被分到一年D班。与堀北铃音、栉田桔梗、须藤健、池宽治、山内春树、平田洋介、高圆寺六助等同学相遇。班级导师茶柱佐枝宣布每月发放10万点
first_day_training_begins | 合宿第一天课程开始 | fixed_story | 2025-01-10 | foreshadow=False | rules=False | 合宿第一天，学生进行清扫、打坐、早餐准备、长跑等课程。
first_hearing_sato_case | 第一次审议会议 | fixed_story | 2024-05-24 | foreshadow=True | rules=False | 审议中，D班主张须藤无罪，C班坚持控诉。佐仓提供照片证据但证明力不足。堀北学决定次日再审。
first_meeting_and_bus_seat | 入学日相遇与公车让座事件 | fixed_story | 2024-04-01 | foreshadow=False | rules=False | 绫小路与堀北的初次相遇，奠定了两人之间微妙的关系基础。堀北的冷漠与理性给绫小路留下了深刻印象。
first_month_end | 四月结束与点数归零 | silent_fixed | 2024-04-30 | foreshadow=False | rules=False | 四月结束。D班学生因迟到、私下交谈等行为被大量扣分，多数学生点数几乎用尽。
first_month_zero_points | 首月点数归零与学校陷阱 | fixed_story | 2024-04-30 | foreshadow=True | rules=True | D班陷入经济危机，学生们被迫依靠免费的山蔬套餐度日。班级内部开始出现分裂与不满情绪。
first_year_boys_group_formation | 一年级男生小组组成 | ai_guided_choice | 2025-01-09 | foreshadow=False | rules=False | 一年级男生正在分组，A班以的场为代表提出特别名额，平田、神崎、金田等领袖进行交涉。
first_year_exchange_meeting | 一之濑举办的一年级与二年级交流会 | fixed_story | 2024-04-01 | foreshadow=True | rules=False | 交流会正在进行，一之濑以温柔方式与一年级生交流。堀北、绫小路、须藤在场观察后离开。
formation_of_ayanokoji_group | 绫小路组成立 | fixed_story | 2024-12-01 | foreshadow=True | rules=False | 绫小路组正式成立，成员互称名字，佐仓成功加入。
full_class_vote_exam_conclusion | 全场一致特别考试结束与善后 | fixed_story | 2024-09-20 | foreshadow=True | rules=True | 班级气氛紧张，栉田、长谷部波瑠加、王美雨缺席。茶柱老师宣布体育祭特殊规则：个人赛和团体赛，可预约报名，转班券作为个人奖励。堀北在班会上为留下栉田道歉，平田洋介请
girls_group_formation_and_bonding | 女生小组组成与夜间交流 | fixed_story | 2025-01-09 | foreshadow=False | rules=False | 女生小组组成，一之濑与组员交流恋爱话题，展现其真诚性格。
graduation_ceremony_2025_03_24 | 毕业典礼与堀北学A班毕业 | fixed_story | 2025-03-24 | foreshadow=False | rules=False | 毕业典礼上，堀北学作为A班代表致答词，确认在A班毕业。绫小路清隆观察了毕业典礼，并与堀北铃音、平田洋介等人交流。
group_formation_deadlock | 一年级组队僵局与四班会谈 | fixed_story | 2024-07-01 | foreshadow=True | rules=False | 一年级组队僵局暂时解决，宝泉同意合作，但要求D班学生加入最强小组。
group_tension_day6 | 小组内部冲突激化（第六天） | fixed_story | 2025-02-11 | foreshadow=True | rules=False | 石崎对幸村态度强硬，小组内部分裂。绫小路旁观，桥本试图缓和气氛。
guidance_room_meeting | 辅导室谈话与堀北的觉醒 | fixed_story | 2024-05-01 | foreshadow=False | rules=False | 茶柱老师分别叫来绫小路和堀北。揭示绫小路入学考试和小考均精确控制为50分。堀北质问为何被分到D班，得知自己入学成绩全年级第三但仍被分到D班。堀北决心查明真相并升
guidebook_burning_incident | 指南手册被烧事件 | silent_fixed | 2024-08-06 | foreshadow=True | rules=False | 指南手册被烧事件进一步分裂D班，但未找到犯人。平田洋介的脆弱一面暴露。
gym_teacher_request | 真嶋老师的私人委托 | ai_guided_choice | 2025-12-24 | foreshadow=True | rules=False | 绫小路接受了真嶋老师的委托，但决定慢慢进行。玩家可以选择是否积极调查，或暂时搁置。
haruka_hasebe_confrontation | 长谷部波瑠加的复仇宣言 | fixed_story | 2024-09-25 | foreshadow=True | rules=False | 波瑠加在咖啡厅与堀北和绫小路对峙，宣布要让他们后悔让佐仓退学。绫小路组关系破裂。
haruka_revenge_plan | 长谷部波瑠加的复仇计划 | fixed_story | 2025-10-20 | foreshadow=True | rules=False | 长谷部波瑠加向三宅明人坦承复仇计划，但表示由她一个人来做。三宅默默跟随。
hasebe_and_miyake_return | 长谷部与三宅回归班级 | fixed_story | 2025-11-01 | foreshadow=False | rules=False | 长谷部波瑠加和三宅明人正式回归班级。绫小路清隆背对他们离开，暗示小组关系的变化。
hasebe_special_01_watching_idol_show | 长谷部波瑠加特典：观看偶像节目 | silent_fixed | 2026-04-15 | foreshadow=True | rules=False | 长谷部波瑠加通过关注佐仓爱里的偶像活动，获得心灵支柱，并决心振作。
hashimoto_and_kamuro_surveillance | 桥本与神室的侦察与讨论 | fixed_story | 2025-12-26 | foreshadow=True | rules=False | 桥本推测龙园可能曾败给绫小路，并认为绫小路在幕后支持堀北。神室警告桥本不要有背叛班级的想法。
hashimoto_betrayal_details_revealed | 桥本正义背叛详情揭露 | fixed_story | 2025-02-18 | foreshadow=True | rules=False | 绫小路清隆理解了桥本的全部动机。
hashimoto_ryuuen_midnight_meeting | 桥本与龙园的深夜密会 | fixed_story | 2025-02-12 | foreshadow=True | rules=False | 桥本与龙园讨论班级局势，龙园声称厌倦领导，桥本半信半疑。南云与堀北学随后出现，南云提议赌局被龙园拒绝。
hirata_and_ayanokoji_evening_talk | 平田与绫小路的傍晚谈话 | fixed_story | 2025-03-03 | foreshadow=True | rules=False | 平田洋介在绫小路的建议下，开始尝试从另一个角度思考问题，但内心依然充满挣扎。
hirata_consultation_evening | 平田洋介的求助与班级修复 | ai_guided_choice | 2024-09-21 | foreshadow=True | rules=False | 平田和惠寻求绫小路的建议，绫小路引导他们依靠堀北。平田透露自己因佐仓退学而痛苦。
hirata_offers_self_sacrifice | 平田洋介提出自我牺牲 | fixed_story | 2025-03-02 | foreshadow=False | rules=False | 考试当天早上，平田在C班宣布希望大家在批评票上写他的名字，以自我牺牲来解决问题。
hirata_yosuke_breakdown | 平田洋介的崩溃与觉醒 | fixed_story | 2025-03-05 | foreshadow=True | rules=False | 平田洋介陷入了前所未有的混乱和痛苦。他无法认同任何形式的牺牲，但又被现实逼迫必须做出选择。放学后，他独自坐在长椅上，意志消沉。
horikita_accepts_bet | 堀北接受龙园赌注 | fixed_story | 2024-11-08 | foreshadow=False | rules=False | 堀北正式接受了龙园的赌注，但将金额从500万降低到100万个人点数。双方同意文化祭营收较多的班级可以从对手班级收到这笔点数。
horikita_becomes_student_council_president | 堀北铃音就任学生会长 | fixed_story | 2025-12-03 | foreshadow=True | rules=False | 堀北铃音成为新学生会长。她需要招募更多成员，并处理学生会事务。南云雅卸任后，三年级生全部退出学生会。
horikita_brother_encounter | 堀北与哥哥的冲突 | fixed_story | 2024-05-08 | foreshadow=False | rules=False | 堀北的过去与家庭关系被部分揭示。绫小路与堀北学短暂交手，引起对方的注意。
horikita_brother_visit | 堀北学夜访宿舍 | fixed_story | 2024-12-17 | foreshadow=True | rules=False | 堀北学请求绫小路清隆协助对抗南云雅的学生会。绫小路表示需要考虑。
horikita_brother_witness | 堀北学作为证人 | silent_fixed | 2024-12-23 | foreshadow=False | rules=False | 堀北学目击屋顶出入情况，确保龙园无法事后反悔。
horikita_confronts_kushida | 堀北铃音说服栉田桔梗 | ai_guided_choice | 2024-09-23 | foreshadow=True | rules=False | 堀北和伊吹成功让栉田开门。堀北说服栉田为了自己而战，栉田最终同意回校，但态度依然敌对。两人互相捏脸颊作为结束。
horikita_decision_to_retrieve_sudou | 堀北决定找回须藤 | ai_guided_choice | 2024-10-01 | foreshadow=False | rules=False | 堀北和栉田离开操场去寻找须藤。
horikita_falls_asleep | 堀北铃音在教室睡着 | silent_fixed | 2025-11-01 | foreshadow=False | rules=False | 文化祭结束后，堀北铃音因过度疲劳在教室睡着。绫小路清隆和茶柱老师发现后，决定让她继续休息。茶柱老师接手照顾，绫小路离开。
horikita_ibuki_team_failure | 堀北铃音与伊吹澪组队失败 | fixed_story | 2024-07-16 | foreshadow=True | rules=False | 堀北铃音与伊吹澪组队失败，两人决定单独参加考试。
horikita_injury_and_collision | 堀北在障碍赛中遭恶意碰撞受伤 | fixed_story | 2024-10-01 | foreshadow=False | rules=False | 堀北因伤影响后续比赛表现。
horikita_injury_incident | 堀北受伤与C班陷害事件 | ai_guided_choice | 2024-10-01 | foreshadow=True | rules=True | 堀北在保健室被龙园和栉田逼入绝境。玩家需决定堀北如何应对：妥协支付点数、坚持清白并寻求证据、或利用其他手段反击。此选择将影响堀北与栉田、龙园的关系，以及D班内部
horikita_kushida_confrontation_2024_10 | 堀北与栉田的对峙与赌注 | ai_guided_choice | 2024-10-18 | foreshadow=True | rules=False | 赌注在堀北学（前学生会长）的见证下成立，双方都无退路。栉田的过去被揭露，D班内部的裂痕加深，但堀北决心通过这场赌注解决与栉田的恩怨。
horikita_manabu_departure | 堀北学毕业离校 | fixed_story | 2025-03-31 | foreshadow=False | rules=False | 堀北学毕业离校，与妹妹堀北铃音和解，并将妹妹托付给绫小路清隆。绫小路清隆思考自己在这所学校的目标。
horikita_morning_walk_talk | 与堀北的清晨上学路对话 | fixed_story | 2025-02-18 | foreshadow=True | rules=False | 两人关系融洽，绫小路感受到堀北的成长。
horikita_nominates_yamauchi | 堀北指名山内为退学者 | ai_guided_choice | 2025-03-05 | foreshadow=True | rules=True | 堀北的指名引发了班级的激烈争论。平田洋介强烈反对这种诱导投票的行为，甚至罕见地发怒，踢翻了桌子。班级投票的走向变得扑朔迷离。
horikita_propose_celebration | 堀北铃音提议举办升格庆祝会 | ai_guided_choice | 2026-04-01 | foreshadow=True | rules=False | 堀北铃音与绫小路清隆对话后，独自回宿舍，意识到自己对绫小路的感情可能超越友情。
horikita_recruits_kushida_and_nanase | 堀北招募栉田桔梗和七濑翼加入学生会 | ai_guided_choice | 2025-12-02 | foreshadow=True | rules=False | 堀北成功招募栉田和七濑。南云雅确认新成员后，正式将学生会长职位交给堀北。桐山副会长协助办理手续。
horikita_requests_training_2025_02_06 | 堀北铃音的雪耻请求 | ai_guided_choice | 2025-02-06 | foreshadow=True | rules=False | 绫小路开始指导堀北和伊吹进行特训，为与天泽的对决做准备。
horikita_ryuen_confrontation | 堀北与龙园的对峙 | ai_guided_choice | 2024-07-29 | foreshadow=True | rules=False | 面对龙园的挑衅，堀北保持警惕，绫小路则通过观察发现龙园留下的录音手机。两人通过手机打字交流，决定不中计，并继续假装讨论以迷惑可能的监视。
horikita_suzune_crying_after_departure | 堀北铃音离别后哭泣 | fixed_story | 2025-03-31 | foreshadow=False | rules=False | 堀北铃音在绫小路清隆面前哭泣，释放了压抑的情感。绫小路清隆安慰她，并鼓励她成长。
horikita_suzune_haircut_and_reconciliation | 堀北铃音剪发与兄妹和解 | fixed_story | 2025-03-31 | foreshadow=False | rules=False | 堀北铃音与哥哥和解，剪短头发象征新生。她决定不再追逐哥哥的影子，而是走自己的路，并希望成为引领班级的领袖。
horikita_suzune_kushida_talk | 堀北铃音与栉田桔梗的摊牌 | ai_guided_choice | 2025-02-12 | foreshadow=True | rules=False | 堀北铃音尝试与栉田桔梗和解失败，栉田坚持敌对立场。堀北铃音陷入孤立。
horikita_suzune_meets_brother | 堀北铃音与哥哥的会面 | fixed_story | 2025-03-05 | foreshadow=True | rules=False | 堀北铃音在与哥哥的对话中，坚定了要正面面对班级投票的决心，并决定由自己来指名退学者。
horikita_suzune_student_council_condition | 堀北铃音接受学生会条件 | ai_guided_choice | 2025-03-31 | foreshadow=False | rules=False | 绫小路清隆与堀北铃音约定，如果绫小路清隆赢了，堀北铃音必须加入学生会。堀北铃音接受。
